Entered by?,"Animal ID (RS, CL)",Animal ID,WLHID,"Herd (RS, CL)",Herd,"Sex (F, M)",Age.when.collard,Date entry,Date exit,Suspected Mortality Date,Outcome,Cause,mortality.loc.easting,mortality.loc.northing,Comment,MonitoringDays,,
,165,165,NA,Wells Gray South,Wells Gray South,M,Calf,2004/03/06,2005/01/03,NA,Censored,NA,,,Not a duplicate of any of Heiko Wittmer's caribou.,303,,
Rob S,161,161,NA,Columbia North,Columbia North,F,Adult,2004/03/06,2004/07/12,2004/07/12,Mortality,Cougar,,,,128,,
Rob S,162,162,NA,Columbia North,Columbia North,F,Calf,2004/03/06,2004/05/14,2004/05/14,Mortality,Accident,,,,69,,
LGreene,TC028,TC028,NA,Telkwa,Telkwa,F,Adult,2004/03/03,2008/09/25,2008/09/25,Mortality,NA,627970,6037116,midpoint between last seen alive (2008/03/28) and mortality detected (2009/03/25) used as mort date,1667,,
LGreene,TC029,TC029,NA,Telkwa,Telkwa,F,Adult,2004/03/03,2008/03/06,NA,Censored,NA,,,,1464,,
LGreene,TC061,TC061,NA,Telkwa,Telkwa,F,Adult,2004/03/03,2005/07/19,2005/07/19,Mortality,NA,616760,6041095,midpoint between last seen alive (2005/03/28) and mortality detected (2005/11/10) used as mort date,503,,
BM from Heiko Wittmer,ID_69,ID_69,NA,Groundhog,Groundhog,F,Adult,2004/03/02,2004/08/31,NA,Censored,NA,,,"BM: Not stated in Heiko's original data but discussed with RS and we can safely assume the age was ""adult.""",182,,
,car035,car035,18-12940H,Quintette,Quintette,F,Adult,2004/02/13,2008/10/14,2008/10/14,Mortality,Unknown,605813,6093345,BM added WLHID from EP data.,1705,,
Elena Price,car034,car034,NA,Hart North,Parsnip,F,Adult,2004/02/09,2004/11/22,2004/11/14,Mortality,"Unknown (suspected predation) - no carcass, collar found chewed on.",570351,6057571,"Located alive Nov 6, 2004 // BM: Original mortality date in data was ""Nov 7 - Nov 21, 2004""",287,,
BM from Heiko Wittmer,34,34,NA,Hart North,Hart North,F,Adult,2004/02/09,2004/03/31,NA,Censored,NA,,,"BM: Not stated in Heiko's original data but discussed with RS and we can safely assume the age was ""adult.""",51,,
CL-from SMcNay,CN232Wa,CN232Wa,NA,Wolverine,Wolverine,F,Adult,2004/02/01,2004/04/28,2004/04/28,Mortality,PRED,,,,87,,
Elena Price,car033,car033,NA,Hart North,Parsnip,F,Adult,2003/12/11,2012/08/11,2012/08/11,Alive,NA,,,"Doug Heard started monitoring collar after Feb 12, 2007; emigrated from Kennedy?",3166,,
CL-from Elena ,car032,car032,NA,Burnt Pine,Burnt Pine,F,Adult,2003/12/11,2005/04/18,NA,Censored,NA,,,,494,,
Elena Price,car016,car016,NA,Hart North,Parsnip,F,Adult,2003/12/11,2005/01/25,2005/01/09,Mortality,"Unknown (suspected predation) - carcass partially eaten, wolverine tracks and den in snow near carcass.",542565,6076017,"Located alive Jan 5, 2005 // BM: Original mortality date in data was ""Jan 5 - Jan 24, 2005""",411,,
BM from Heiko Wittmer,33,33,NA,Hart North,Hart North,F,Adult,2003/12/11,2004/03/31,NA,Censored,NA,,,"BM: Not stated in Heiko's original data but discussed with RS and we can safely assume the age was ""adult.""",111,,
Elena Price,car029,car029,NA,Hart North,Parsnip,F,Adult,2003/12/10,2005/04/18,NA,Censored,Drop-off,,,,495,,
Elena Price,car030,car030,NA,Hart North,Parsnip,F,Adult,2003/12/10,2005/04/18,NA,Censored,Drop-off,,,,495,,
,car031,car031,NA,Quintette,Quintette,F,Adult,2003/12/10,2005/04/18,2005/04/18,Censored,Unknown,,,,495,,
Elena Price,car019,car019,NA,Hart North,Parsnip,F,Adult,2003/12/10,2004/10/14,2004/09/07,Mortality,Unknown (suspected natural/starvation). Carcass found intact with puncture wound in rear. Age 9. Bone marrow indicated starvation levels.,555583,6079062,"Located alive Sept 27, 2004 // BM: Original mortality date in data was ""Sept 28 - Oct 13, 2004""",309,,
BM from Heiko Wittmer,29,29,NA,Hart North,Hart North,F,Adult,2003/12/10,2004/03/31,NA,Censored,NA,,,"BM: Not stated in Heiko's original data but discussed with RS and we can safely assume the age was ""adult.""",112,,
BM from Heiko Wittmer,30,30,NA,Hart North,Hart North,F,Adult,2003/12/10,2004/03/31,NA,Censored,NA,,,"BM: Not stated in Heiko's original data but discussed with RS and we can safely assume the age was ""adult.""",112,,
,car026,car026,18-12931H,Kennedy Siding,Kennedy Siding,M,Adult,2003/12/02,2009/05/20,2009/05/20,Mortality,Wolf,515746,6131760,BM added WLHID from EP data.,1996,,
,car027,car027,NA,Kennedy Siding,Kennedy Siding,F,Adult,2003/12/02,2004/11/29,2004/11/29,Mortality,Train collision,510946,6105934,,363,,
,car028,car028,18-12933H,Kennedy Siding,Kennedy Siding,F,Adult,2003/12/02,2004/03/13,2004/03/13,Mortality,Unknown,547046,6115906,Suspected Predation // BM added WLHID from EP data.,102,,
,car024,car024,NA,Kennedy Siding,Kennedy Siding,F,Adult,2003/12/01,2005/04/18,2005/04/18,Censored,NA,,,,504,,
,car025,car025,NA,Kennedy Siding,Kennedy Siding,F,Adult,2003/12/01,2005/04/18,2005/04/18,Censored,NA,,,,504,,
Layla,20,20,NA,Brazeau,Brazeau,F,Adult,2003/10/16,2004/10/01,NA,Censored,NA,,,NA,351,,
Layla,38,38,NA,Banff,Banff,F,Adult,2003/10/14,2009/04/01,2009/04/01,Mortality,Avalanche,,,certain,1996,,
Rob S,151,151,NA,Columbia North,Columbia North,F,Adult,2003/04/12,2012/02/14,NA,Censored,NA,,,,3230,,
Rob S,152,152,NA,Columbia North,Columbia North,F,Adult,2003/04/12,2010/04/14,NA,Censored,NA,,,,2559,,
,154,154,NA,Monashee,Monashee,F,Adult,2003/04/12,2009/07/11,2009/07/09,Mortality,Cougar,,,,2282,,
Rob S,153,153,NA,Columbia South,Columbia South,F,Adult,2003/04/12,2005/11/11,NA,Censored,NA,,,,944,,
Rob S,150,150,NA,Columbia South,Columbia South,F,Adult,2003/04/12,2004/07/31,2004/07/31,Mortality,Bear,,,,476,,
Rob S,156,156,NA,Columbia North,Columbia North,F,Adult,2003/04/12,2003/10/26,2003/10/26,Mortality,Unknown,,,,197,,
,155,155,NA,Monashee,Monashee,M,Calf,2003/04/12,2003/07/12,NA,Censored,NA,,,,91,,
Rob S,149,149,NA,Columbia South,Columbia South,F,Adult,2003/04/12,2003/07/02,2003/07/02,Mortality,Bear,,,,81,,
,145,145,NA,Wells Gray South,Wells Gray South,F,Adult,2003/04/10,2008/07/16,NA,Censored,NA,,,"BM: Either this or ""147"" is a duplicate of Heiko Wittmer's ID_72 in WGS, which was censored on on 2004/8/31 when Heiko Wittmer's study ended.",1924,,
,147,147,NA,Wells Gray South,Wells Gray South,F,Adult,2003/04/10,2008/01/15,NA,Censored,NA,,,"BM: Either this or ""145"" is a duplicate of Heiko Wittmer's ID_72 in WGS, which was censored on on 2004/8/31 when Heiko Wittmer's study ended.",1741,,
Rob S,137,137,NA,Frisby-Boulder,Frisby Boulder,F,Adult,2003/04/10,2006/09/06,2006/09/06,Mortality,Cougar,,,,1245,,
Rob S,136,136,NA,Columbia North,Columbia North,F,Adult,2003/04/10,2006/08/24,NA,Censored,NA,,,,1232,,
Rob S,140,140,NA,Columbia North,Columbia North,F,Calf,2003/04/10,2004/08/10,NA,Censored,NA,,,,488,,
,146,146,NA,Wells Gray South,Wells Gray South,F,Calf,2003/04/10,2004/03/23,NA,Censored,NA,,,Not a duplicate of any of Heiko Wittmer's caribou.,348,,
,144,144,NA,Wells Gray South,Wells Gray South,F,Adult,2003/04/10,2003/12/11,2003/12/14,Mortality,Wolverine,,,"BM: Very likely duplicate of Heiko Wittmer's ID_71 in WGS; however, ID_71 was listed as censored on 2003/12/12 (1 day difference).",245,,
,148,148,NA,Wells Gray South,Wells Gray South,U,Calf,2003/04/10,2003/10/04,2003/10/15,Mortality,Maybe not mort,,,BM: Duplicate of Heiko Wittmer's ID_78 in WGS,177,,
Rob S,135,135,NA,Frisby-Boulder,Frisby Boulder,M,Calf,2003/04/10,2003/09/30,NA,Censored,NA,,,,173,,
Rob S,138,138,NA,Frisby-Boulder,Frisby Boulder,F,Calf,2003/04/10,2003/09/22,NA,Censored,NA,,,,165,,
Rob S,141,141,NA,Columbia North,Columbia North,M,Calf,2003/04/10,2003/07/29,NA,Censored,NA,,,,110,,
Rob S,139,139,NA,Columbia North,Columbia North,F,Calf,2003/04/10,2003/06/17,NA,Censored,NA,,,,68,,
K. Cornhill,55,55,NA,Barkerville,Barkerville,F,Adult,2003/03/28,2006/02/07,NA,Censored,NA,,,"2006-02-06 last seen, end of study",1047,,
K. Cornhill,57,57,NA,Wells Gray North,Wells Gray North,F,Adult,2003/03/28,2006/02/07,NA,Censored,NA,,,"2006-02-06 last seen, end of study // BM: Duplicate of Heiko Wittmer's ID_57 in WGN. ID_57 was listed as censored on 2004/3/20 when Heiko Wittmer's study ended.",1047,,
K. Cornhill,59,59,NA,Wells Gray North,Wells Gray North,F,Adult,2003/03/28,2006/02/07,NA,Censored,NA,,,"2006-02-06 last seen, end of study // BM: Duplicate of Heiko Wittmer's ID_59 in WGN. ID_59 was listed as censored on 2004/3/20 when Heiko Wittmer's study ended.",1047,,
K. Cornhill,60,60,NA,Wells Gray North,Wells Gray North,F,Adult,2003/03/28,2006/01/01,2006/01/01,Mortality,NA,,,Last seen March 2005 dead in Jan 2006 // BM: Duplicate of Heiko Wittmer's ID_60 in WGN. ID_60 was listed as censored on 2004/3/20 when Heiko Wittmer's study ended.,1010,,
K. Cornhill,56,56,NA,Barkerville,Barkerville,F,Adult,2003/03/28,2005/03/15,NA,Censored,NA,,,"2006-02-06 last seen, end of study",718,,
K. Cornhill,58,58,NA,Wells Gray North,Wells Gray North,F,Adult,2003/03/28,2004/04/01,2004/04/01,Mortality,NA,,,"2004-03-22 was date late seen, in 2005 survey noted as dead // BM: Duplicate of Heiko Wittmer's ID_58 in WGN. ID_58 was listed as censored on 2004/3/20 when Heiko Wittmer's study ended.",370,,
CL-from Elena ,car022,car022,18-12927H,Burnt Pine,Burnt Pine,F,Adult,2003/03/24,2009/07/17,NA,Censored,NA,,,"BM added WLHID from EP data.CL assumed adult, no mention of being calf in capture data",2307,,
CL-from SMcNay,CH021Ka,CH021Ka,18-12926H,Klinse-Za,Klinse-Za,F,Adult,2003/03/24,2005/05/02,2005/05/02,Mortality,DEAD,532621,6183047,BM: Same individual as car021 in data from Elena Price. Added WLHID from EP data.,770,,
CL-from Elena ,car023,car023,18-12928H,Burnt Pine,Burnt Pine,F,Adult,2003/03/24,2003/09/14,2003/09/14,Mortality,NA,541087,6133994,"BM added WLHID from EP data.CL assumed adult, no mention of being calf in capture data",174,,
CL-from SMcNay,CH020Ka,CH020Ka,NA,Klinse-Za,Klinse-Za,F,Adult,2003/03/23,2005/04/18,NA,Censored,FADE,,,,757,,
CL-from SMcNay,CN059Cb,CN059Cb,NA,Chase,Chase,F,Adult,2003/03/17,2006/05/30,2006/05/30,Mortality,PRED,,,,1170,,
Rob S,133,133,NA,Columbia North,Columbia North,F,Calf,2003/03/10,2003/12/10,NA,Censored,NA,,,,275,,
Rob S,134,134,NA,Columbia North,Columbia North,F,Calf,2003/03/10,2003/11/06,NA,Censored,NA,,,,241,,
Elena Price,car017,car017,NA,Hart North,Parsnip,F,Adult,2003/03/06,2004/08/11,NA,Censored,"Failed Collar // BM: ""Outcome"" column previously said ""Lost""",,,,524,,
BM from Heiko Wittmer,16,16,NA,Hart North,Hart North,F,Adult,2003/03/06,2004/03/31,NA,Censored,NA,,,"BM: Not stated in Heiko's original data but discussed with RS and we can safely assume the age was ""adult.""",391,,
BM from Heiko Wittmer,17,17,NA,Hart North,Hart North,F,Adult,2003/03/06,2004/03/31,NA,Censored,NA,,,"BM: Not stated in Heiko's original data but discussed with RS and we can safely assume the age was ""adult.""",391,,
BM from Heiko Wittmer,19,19,NA,Hart North,Hart North,F,Adult,2003/03/06,2004/03/31,NA,Censored,NA,,,"BM: Not stated in Heiko's original data but discussed with RS and we can safely assume the age was ""adult.""",391,,
Elena Price,car016,car016,NA,Hart North,Parsnip,F,Adult,2003/03/06,2003/12/11,NA,Censored,Replaced Failed Collar,,,,280,,
Elena Price,car019,car019,NA,Hart North,Parsnip,F,Adult,2003/03/06,2003/12/10,NA,Censored,Replaced Failed Collar,,,,279,,
,car018,car018,18-12923H,Kennedy Siding,Kennedy Siding,F,Adult,2003/03/06,2003/03/16,2007/03/01,Censored,Unknown,,,"BM edited exit date to last VHF monitored location on March 16 2003, which was Easting 532027, Northing 6129873. BM added WLHID from EP data.",10,,
CL-from SMcNay,CN230Ca,CN230Ca,NA,Chase,Chase,F,Adult,2003/02/27,2010/10/28,NA,Censored,FADE,,,,2800,,
CL-from SMcNay,CN227Ca,CN227Ca,NA,Chase,Chase,F,Adult,2003/02/27,2010/03/02,NA,Censored,FADE,,,,2560,,
CL-from SMcNay,CN231Ca,CN231Ca,NA,Chase,Chase,F,Adult,2003/02/27,2009/05/08,2009/05/08,Mortality,PRED,,,,2262,,
CL-from SMcNay,CN229Ca,CN229Ca,NA,Chase,Chase,F,Adult,2003/02/27,2007/03/22,NA,Censored,FADE,,,,1484,,
CL-from SMcNay,CN228Ca,CN228Ca,NA,Chase,Chase,F,Adult,2003/02/27,2005/04/19,2005/04/19,Mortality,PRED,,,,782,,
,car012,car012,NA,Quintette,Quintette,F,Adult,2003/02/12,2005/04/18,2005/04/18,Censored,Unknown,,,Data we have says this collar went offline and was recaptured on the same day,796,,
,car014,car014,18-12919H,Quintette,Quintette,F,Adult,2003/02/12,2004/06/03,2007/04/04,Censored,Unknown,,,"BM edited exit date to last VHF monitored location on June 3 2004, which was Easting 624303, Northing 6082200. BM added WLHID from EP data.",477,,
BM from Heiko Wittmer,15,15,NA,Hart North,Hart North,F,Adult,2003/02/12,2004/03/31,NA,Censored,NA,,,"BM: Not stated in Heiko's original data but discussed with RS and we can safely assume the age was ""adult.""",413,,
,car013,car013,NA,Quintette,Quintette,F,Adult,2003/02/12,2003/04/22,2003/04/22,Censored,Unknown,,,,69,,
,car015,car015,NA,Quintette,Quintette,F,Adult,2003/02/12,2003/04/22,2003/04/22,Censored,Unknown,,,,69,,
,car011,car011,18-12916H,Kennedy Siding,Kennedy Siding,F,Adult,2003/02/04,2006/08/16,2006/08/16,Mortality,Wolf,507988,6142420,BM added WLHID from EP data.,1289,,
CL-from SMcNay,CH009Ka,CH009Ka,18-12914H,Klinse-Za,Klinse-Za,F,Adult,2002/12/02,2007/09/01,2007/09/01,Mortality,DEAD,525666,6156906,BM: Same individual as car009 in data from Elena Price. Added WLHID from EP data.,1734,,
CL-from SMcNay,CH010Ka,CH010Ka,NA,Klinse-Za,Klinse-Za,F,Adult,2002/12/02,2005/04/18,NA,Censored,FADE,,,,868,,
CL-from SMcNay,CN223Sa,CN223Sa,NA,Klinse-Za,Klinse-Za,F,Adult,2002/10/30,2007/08/22,NA,Censored,FADE,,,,1757,,
CL-from SMcNay,CN224Sa,CN224Sa,NA,Klinse-Za,Klinse-Za,F,Adult,2002/10/30,2007/08/22,NA,Censored,FADE,,,,1757,,
CL-from SMcNay,CN225Sa,CN225Sa,NA,Klinse-Za,Klinse-Za,F,Adult,2002/10/30,2007/02/24,NA,Censored,FADE,,,,1578,,
CL-from SMcNay,CN226Sa,CN226Sa,NA,Klinse-Za,Klinse-Za,F,Calf,2002/10/30,2002/11/02,2002/11/02,Mortality,MYOP,,,,3,,
Layla,10,10,NA,Brazeau,Brazeau,F,Adult,2002/10/11,2005/07/22,NA,Censored,NA,,,NA,1015,,
Layla,9,9,NA,Maligne,Maligne,F,Adult,2002/10/11,2004/09/30,NA,Censored,NA,,,NA,720,,
Layla,7,7,NA,Maligne,Maligne,F,Adult,2002/10/10,2009/02/16,NA,Censored,NA,,,NA,2321,,
Layla,5,5,NA,Maligne,Maligne,F,Adult,2002/10/10,2005/01/21,2005/01/21,Mortality,Unknown,,,collar dropped,834,,
Layla,8,8,NA,Maligne,Maligne,F,Adult,2002/10/10,2004/07/01,2004/07/01,Mortality,wolf,,,best guess,630,,
Layla,6,6,NA,Maligne,Maligne,F,Adult,2002/10/10,2004/06/01,2004/06/01,Mortality,Unknown,,,collar dropped,600,,
CL-from SMcNay,CN222Wa,CN222Wa,NA,Wolverine,Wolverine,F,Calf,2002/07/18,2004/03/28,NA,Censored,FADE,,,,619,,
CL-from SMcNay,CN221Wa,CN221Wa,NA,Wolverine,Wolverine,M,Calf,2002/07/18,2003/03/02,2003/03/02,Mortality,PRED,,,,227,,
CL-from SMcNay,CN220Wa,CN220Wa,NA,Wolverine,Wolverine,F,Calf,2002/06/27,2003/07/25,NA,Censored,FADE,,,,393,,
CL-from SMcNay,CN219Wa,CN219Wa,NA,Wolverine,Wolverine,F,Calf,2002/06/27,2002/07/18,2002/07/18,Mortality,PRED,,,,21,,
CL-from SMcNay,CN216Ca,CN216Ca,NA,Chase,Chase,M,Calf,2002/06/19,2002/11/13,NA,Censored,FADE,,,,147,,
CL-from SMcNay,CN215Ca,CN215Ca,NA,Chase,Chase,M,Calf,2002/06/19,2002/08/04,2002/08/04,Mortality,PRED,,,,46,,
CL-from SMcNay,CN214Ca,CN214Ca,NA,Chase,Chase,M,Calf,2002/06/18,2003/10/06,NA,Censored,FADE,,,,475,,
CL-from SMcNay,CN212Ca,CN212Ca,NA,Chase,Chase,F,Calf,2002/06/18,2003/07/17,NA,Censored,UNKN,,,,394,,
CL-from SMcNay,CN213Ca,CN213Ca,NA,Chase,Chase,F,Calf,2002/06/18,2002/10/13,2002/10/13,Mortality,PRED,,,,117,,
CL-from SMcNay,CN211Wa,CN211Wa,NA,Wolverine,Wolverine,M,Calf,2002/06/13,2003/09/23,NA,Censored,FADE,,,,467,,
CL-from SMcNay,CN208Ca,CN208Ca,NA,Chase,Chase,M,Calf,2002/06/13,2003/07/25,NA,Censored,FADE,,,,407,,
CL-from SMcNay,CN210Wa,CN210Wa,NA,Wolverine,Wolverine,M,Calf,2002/06/13,2003/03/12,NA,Censored,UNKN,,,,272,,
CL-from SMcNay,CN205Sa,CN205Sa,NA,Klinse-Za,Klinse-Za,M,Adult,2002/06/12,2007/05/24,NA,Censored,UNKN,,,,1807,,
CL-from SMcNay,CN207Ca,CN207Ca,NA,Chase,Chase,F,Calf,2002/06/12,2003/12/17,NA,Censored,FADE,,,,553,,
CL-from SMcNay,CN209Wa,CN209Wa,NA,Wolverine,Wolverine,F,Calf,2002/06/11,2002/06/11,2002/06/11,Mortality,ACCI,,,,0,,
CL-from SMcNay,CN204Ca,CN204Ca,NA,Chase,Chase,F,Calf,2002/06/08,2003/02/25,NA,Censored,FADE,,,,262,,
CL-from SMcNay,CN202Ca,CN202Ca,NA,Chase,Chase,Unknown,Calf,2002/06/08,2002/09/06,NA,Censored,FADE,,,,90,,
CL-from SMcNay,CN203Ca,CN203Ca,NA,Chase,Chase,F,Calf,2002/06/08,2002/07/11,NA,Censored,FADE,,,,33,,
,car007,car007,18-12912H,Quintette,Quintette,F,Adult,2002/04/09,2016/03/25,2016/03/25,Censored,Unknown,,,The data we is that this collar lasted from 2002 to 2016 which seems improbable  // BM added WLHID from EP data.,5099,,
,car008,car008,NA,Quintette,Quintette,F,Adult,2002/04/09,2002/07/02,2002/07/02,Mortality,Grizzly bear,612008,6091597,COD listed as suspected,84,,
Elena Price,car002,car002,NA,Hart North,Parsnip,F,Adult,2002/04/08,2010/10/15,2010/10/15,Mortality,wolves,,,"Doug Heard started monitoring collar after Feb 12, 2007; emigrated from Kennedy?",3112,,
,car004,car004,18-12909H,Kennedy Siding,Kennedy Siding,F,Adult,2002/04/08,2008/06/20,2008/06/20,Mortality,Wolf,535591,6110525,BM added WLHID from EP data.,2265,,
CL-from SMcNay,CH006Ka,CH006Ka,NA,Klinse-Za,Klinse-Za,F,Adult,2002/04/08,2008/01/23,2008/01/23,Mortality,DEAD,532166,6183895,,2116,,
CL-from SMcNay,CH005Ka,CH005Ka,18-12910H,Klinse-Za,Klinse-Za,F,Adult,2002/04/08,2006/06/24,2006/06/24,Mortality,DEAD,535943,6158923,BM: Same individual as car005 in data from Elena Price. Added WLHID from EP data.,1538,,
Elena Price,car001,car001,NA,Hart North,Parsnip,F,Adult,2002/04/08,2005/10/18,2005/09/27,Mortality,"Unknown. Collar found on ground in depression intact, not chewed on. Caribou tracks observed 700m higher than collar location - 1 week old. Collar likely carried to area.",554422,6080998,"Located alive Sept 6, 2005 // BM: Original mortality date in data was ""Sept 7 - Oct 17, 2005""",1289,,
,car003,car003,18-12908H,Kennedy Siding,Kennedy Siding,F,Adult,2002/04/08,2005/01/25,2005/01/25,Mortality,Unknown,522181,6126946,Suspected predation // BM added WLHID from EP data.,1023,,
BM from Heiko Wittmer,1,1,NA,Hart North,Hart North,F,Adult,2002/04/08,2004/03/31,NA,Censored,NA,,,"BM: Not stated in Heiko's original data but discussed with RS and we can safely assume the age was ""adult.""",723,,
BM from Heiko Wittmer,2,2,NA,Hart North,Hart North,F,Adult,2002/04/08,2004/03/31,NA,Censored,NA,,,"BM: Not stated in Heiko's original data but discussed with RS and we can safely assume the age was ""adult.""",723,,
K. Cornhill,52,52,NA,Wells Gray North,Wells Gray North,F,Adult,2002/04/03,2006/02/07,NA,Censored,NA,,,"2006-02-06 last seen, end of study // BM: Duplicate of Heiko Wittmer's ID_52 in WGN. ID_52 was listed as censored on 2004/3/20 when Heiko Wittmer's study ended.",1406,,
K. Cornhill,53,53,NA,Wells Gray North,Wells Gray North,F,Adult,2002/04/03,2006/02/07,NA,Censored,NA,,,"2006-02-06 last seen, end of study // BM: Duplicate of Heiko Wittmer's ID_53 in WGN. ID_53 was listed as censored on 2004/3/20 when Heiko Wittmer's study ended.",1406,,
K. Cornhill,54,54,NA,Wells Gray North,Wells Gray North,F,Adult,2002/04/03,2006/02/07,NA,Censored,NA,,,"2006-02-06 last seen, end of study // BM: Duplicate of one of Heiko Wittmer's ID_54s. This ID_54 was listed as censored on 2004/3/20 when Heiko Wittmer's study ended. I had trouble identifying two caribou that were both identified as ID_54 or #15 in Heiko Wittmer's data. Of these two caribou, one was classified in WGS and one in WGN in Heiko Wittmer's data. One was collared earlier than the other both in my reference document for Heiko's caribou and in Heiko's telemetry data, so that's what I used to assign them to WGS and WGN. However, these classifications don't agree with the two entries for caribou ""54"" in this survival sheet which have the same collar dates as Heiko's two ID_54 caribou. I have made the assumption that either I or Heiko made an error and am going with the WGS/WGN classification of these caribou ""54"" made by this newer data.",1406,,
K. Cornhill,49,49,NA,Wells Gray North,Wells Gray North,F,Adult,2002/04/03,2006/02/06,NA,Censored,NA,,,"2006-02-05 last seen, end of study // BM: Duplicate of Heiko Wittmer's ID_49 in WGN. ID_49 was listed as censored on 2004/3/20 when Heiko Wittmer's study ended.",1405,,
K. Cornhill,50,50,NA,Wells Gray North,Wells Gray North,F,Adult,2002/04/03,2006/02/06,NA,Censored,NA,,,"2006-02-05 last seen, end of study // BM: Duplicate of Heiko Wittmer's ID_50 in WGN. ID_50 was listed as censored on 2004/3/20 when Heiko Wittmer's study ended.",1405,,
K. Cornhill,51,51,NA,Wells Gray North,Wells Gray North,F,Adult,2002/04/03,2003/03/01,NA,Censored,NA,,,"BM: Very likely duplicate of Heiko Wittmer's ID_51 in WGN; however, ID_51 was listed as censored on 2003/8/20. This is strange because the data point in this survival sheet that almost exactly matches has it censored earlier in 2003.",332,,
BM from Heiko Wittmer,ID_56,ID_56,NA,Groundhog,Groundhog,F,Adult,2002/03/29,2004/08/31,NA,Censored,NA,,,"BM: Not stated in Heiko's original data but discussed with RS and we can safely assume the age was ""adult.""",886,,
,131,131,NA,Wells Gray South,Wells Gray South,F,Adult,2002/03/29,2003/06/27,NA,Censored,NA,,,BM: Duplicate of Heiko Wittmer's ID_60 in WGS,455,,
,130,130,NA,Wells Gray South,Wells Gray South,F,Adult,2002/03/29,2003/06/14,NA,Censored,NA,,,BM: Duplicate of Heiko Wittmer's ID_58 in WGS,442,,
Rob S,132,132,NA,Columbia North,Columbia North,F,Adult,2002/03/29,2002/04/18,2002/04/18,Mortality,Wolf,,,,20,,
,128,128,NA,Monashee,Monashee,F,Adult,2002/03/17,2006/01/24,NA,Censored,NA,,,,1409,,
,126,126,NA,Wells Gray South,Wells Gray South,F,Adult,2002/03/17,2003/01/03,2003/01/06,Mortality,Wolf,,,"BM: Duplicate of Heiko Wittmer's ID_55, but this caribou is classified into WGN in his data. I did not receive a shapefile for this individual so I can't confirm visually which range it's in.",292,,
,125,125,NA,Wells Gray South,Wells Gray South,F,Adult,2002/03/17,2002/05/09,NA,Censored,NA,,,"BM: Duplicate of one of Heiko Wittmer's ID_54s. I had trouble identifying two caribou that were both identified as ID_54 or #15 in Heiko Wittmer's data. Of these two caribou, one was classified in WGS and one in WGN in Heiko Wittmer's data. One was collared earlier than the other both in my reference document for Heiko's caribou and in Heiko's telemetry data, so that's what I used to assign them to WGS and WGN. However, these classifications don't agree with the two entries for caribou ""54"" in this survival sheet which have the same collar dates as Heiko's two ID_54 caribou. I have made the assumption that either I or Heiko made an error and am going with the WGS/WGN classification of these caribou ""54"" made by this newer data.",53,,
